kf,stamp,x,y,theta,sensor,fe,verifier,proposer,quality
0,1781020195.41097,0.0,0.0,0.0,lidar,native_s2s,pnp,proximity,-1.0
1,1781020197.477869,-0.0909,-0.0753,0.00501,lidar,native_s2s,pnp,proximity,0.9726
2,1781020199.542723,-0.1245,-0.1088,0.00556,lidar,native_s2s,pnp,proximity,0.9837
3,1781020201.632478,-0.1404,-0.1259,0.00703,lidar,native_s2s,pnp,proximity,0.9701
4,1781020203.73224,-0.1703,-0.1556,0.00622,lidar,native_s2s,pnp,proximity,0.9671
5,1781020205.837855,-0.1895,-0.1743,0.00758,lidar,native_s2s,pnp,proximity,0.9667
6,1781020207.932102,-0.2208,-0.2089,0.00686,lidar,native_s2s,pnp,proximity,0.9764
7,1781020210.024702,-0.2606,-0.2456,0.00813,lidar,native_s2s,pnp,proximity,0.915
8,1781020212.12489,-0.2912,-0.2755,0.00831,lidar,native_s2s,pnp,proximity,0.9628
9,1781020214.217849,-0.3176,-0.3093,0.00791,lidar,native_s2s,pnp,proximity,0.96
10,1781020216.312679,-0.2748,-0.3303,-0.00871,lidar,native_s2s,pnp,proximity,0.9254
11,1781020218.402375,-0.0223,-0.4019,-0.10272,lidar,native_s2s,pnp,proximity,0.8239
12,1781020220.183922,0.2278,-0.4716,-0.18726,lidar,native_s2s,pnp,proximity,0.8709
13,1781020221.55373,0.4779,-0.5336,-0.17616,lidar,native_s2s,pnp,proximity,0.8686
14,1781020222.599145,0.7397,-0.5461,-0.17833,lidar,native_s2s,pnp,proximity,0.8204
15,1781020223.75165,1.0086,-0.5754,-0.18481,lidar,native_s2s,pnp,proximity,0.7969
16,1781020224.792859,1.2627,-0.612,-0.19538,lidar,native_s2s,pnp,proximity,0.7324
17,1781020225.840605,1.531,-0.6474,-0.21815,lidar,native_s2s,pnp,proximity,0.6692
18,1781020226.877924,1.7989,-0.6855,-0.24618,lidar,native_s2s,pnp,proximity,0.6229
19,1781020227.909042,2.039,-0.6846,-0.02846,lidar,native_s2s,pnp,proximity,0.5639
20,1781020229.157966,2.3128,-0.6514,0.02155,lidar,native_s2s,pnp,proximity,0.5372
21,1781020230.410324,2.7558,-0.3654,0.07657,lidar,native_s2s,pnp,proximity,0.5181
22,1781020230.619725,2.6757,-0.65,-0.09231,lidar,native_s2s,pnp,proximity,0.5104
23,1781020230.723973,2.9244,-0.2267,0.04293,lidar,native_s2s,pnp,proximity,0.5177
24,1781020231.35272,2.7933,-0.6693,-0.23827,lidar,native_s2s,pnp,proximity,0.5187
25,1781020231.563837,3.1689,-0.2213,-0.04494,lidar,native_s2s,pnp,proximity,0.5188
26,1781020232.70662,3.0162,-0.9454,0.35286,lidar,native_s2s,pnp,proximity,0.516
27,1781020232.810779,2.7552,-0.8352,0.33074,lidar,native_s2s,pnp,proximity,0.5001
